dataset,level_1,level_2,level_3,fname,longitude,latitude
ngsa,soil,soil,TS0153,TS0153,140.718,-31.392
ngsa,soil,soil,TS0104,TS0104,135.508,-27.097
ngsa,soil,soil,TS0152,TS0152,140.015,-31.393
ngsa,soil,soil,TS0132,TS0132,140.846,-34.405
ngsa,soil,soil,TS0127,TS0127,139.885,-35.084
ngsa,soil,soil,TS0123,TS0123,140.461,-35.777
ngsa,soil,soil,TS0122,TS0122,140.813,-36.278
ngsa,soil,soil,TS0115,TS0115,137.533,-26.167
ngsa,soil,soil,TS0113,TS0113,136.915,-26.372
ngsa,soil,soil,TS0107,TS0107,136.888,-27.012
ngsa,soil,soil,TS0151,TS0151,140.571,-31.476
ngsa,soil,soil,TS0043,TS0043,136.035,-30.948
ngsa,soil,soil,TS0035,TS0035,137.356,-31.455
ngsa,soil,soil,TS0033,TS0033,136.363,-31.558
MEYER-OKIN,soil,soil,grey sand,s6t2ind_019,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,s6t2ind_018,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,s6t2ind_016,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,s6t2ind_015,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,s6t2ind_013,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,s6t2ind_012,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,s6t2ind_011,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,s6t3ind_000,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,S6T1win_016,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,S6T1win_014,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,S6T1win_013,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,S6T1win_012,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,S6T1win_011,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,S6T1win_010,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,S6T1win_009,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,S5T31win_055,21.5742,-20.1019
MEYER-OKIN,soil,soil,black crust,S6T1win_015,21.9933,-20.2981
MEYER-OKIN,soil,soil,grey sand,s6t3ind_001,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,s6t3ind_006,21.9933,-20.2981
MEYER-OKIN,soil,soil,black crust,s6t3ind_007,21.9933,-20.2981
ngsa,soil,soil,TS0025,TS0025,137.209,-31.988
ngsa,soil,soil,TS0024,TS0024,135.857,-32.156
ngsa,soil,soil,TS0023,TS0023,136.785,-32.158
ngsa,soil,soil,TS0021,TS0021,136.005,-32.448
MEYER-OKIN,soil,soil,beige sand,S9T1ind_015,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey soil,S9T1ind_006,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey soil,S9T1ind_005,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey sand,S9T1din_059,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey sand,S9T1din_058,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey sand,S9T1din_008,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey sand,S9T1din_003,21.8327,-22.3542
MEYER-OKIN,soil,soil,grey sand,S9T1din_002,21.8327,-22.3542
MEYER-OKIN,soil,soil,red sand,S8T2ind_042,21.6833,-21.7612
MEYER-OKIN,soil,soil,red sand,S8T2ind_001,21.6833,-21.7612
MEYER-OKIN,soil,soil,red sand,S8T2ind_000,21.6833,-21.7612
MEYER-OKIN,soil,soil,grey sand,S8T1ind_014,21.6833,-21.7612
MEYER-OKIN,soil,soil,grey sand,S8T1ind_013,21.6833,-21.7612
MEYER-OKIN,soil,soil,brown crust,S15T1ind_021,20.6729,-26.8199
MEYER-OKIN,soil,soil,orange sand,S15T1din_020,20.6729,-26.8199
MEYER-OKIN,soil,soil,orange sand,S15T1din_019,20.6729,-26.8199
MEYER-OKIN,soil,soil,orange sand,S15T1din_018,20.6729,-26.8199
JORN,soil,,,JORN0007_l1_19_soil,-106.77331,32.57638667
JORN,soil,,,JORN0007_l1_18_soil,-106.7733667,32.57625
JORN,soil,,,JORN0007_l1_17_soil,-106.7734083,32.57616833
JORN,soil,,,JORN0007_l1_16_soil,-106.7734133,32.57613667
JORN,soil,,,JORN0007_l1_15_soil,-106.77349,32.57604
JORN,soil,,,JORN0007_l1_14_soil,-106.7734733,32.57604167
JORN,soil,,,JORN0006_l3_10_soil,-106.7733633,32.57393
JORN,soil,,,JORN0007_l2_14_soil,-106.7734733,32.57585
JORN,soil,,,JORN0006_l3_09_soil,-106.7734217,32.57393
JORN,soil,,,JORN0006_l3_05_soil,-106.7736517,32.57395833
JORN,soil,,,JORN0006_l3_04_soil,-106.7737017,32.57396833
JORN,soil,,,JORN0006_l3_03_soil,-106.77369,32.57397
JORN,soil,,,JORN0006_l3_02_soil,-106.7737417,32.57395833
JORN,soil,,,JORN0006_l2_05_soil,-106.7729667,32.57361167
JORN,soil,,,JORN0006_l2_04_soil,-106.773025,32.57362
JORN,soil,,,JORN0006_l2_02_soil,-106.773105,32.57374833
JORN,soil,,,JORN0006_l3_08_soil,-106.7734567,32.57394
JORN,soil,,,JORN0006_l2_01_soil,-106.773145,32.57379833
JORN,soil,,,JORN0007_l2_15_soil,-106.773385,32.57578667
JORN,soil,,,JORN0007_l2_17_soil,-106.7732683,32.57558
MEYER-OKIN,soil,soil,red sand,S10T1ind_017,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_016,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_015,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_014,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_013,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_012,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_011,21.6773,-23.6335
JORN,soil,,,JORN0007_l2_16_soil,-106.77339,32.575705
JORN,soil,,,JORN0007_l3_20_soil,-106.7742283,32.575925
JORN,soil,,,JORN0007_l3_18_soil,-106.773835,32.575975
JORN,soil,,,JORN0007_l3_17_soil,-106.7739167,32.57591333
JORN,soil,,,JORN0007_l3_16_soil,-106.7738833,32.57592167
JORN,soil,,,JORN0007_l3_15_soil,-106.7738433,32.575885
JORN,soil,,,JORN0007_l3_14_soil,-106.7737533,32.57585333
JORN,soil,,,JORN0007_l2_19_soil,-106.7732583,32.57545833
JORN,soil,,,JORN0007_l2_18_soil,-106.7732383,32.575495
JORN,soil,,,JORN0007_l3_19_soil,-106.7740617,32.57594833
JORN,soil,,,JORN0006_l2_00_soil,-106.773135,32.5738
JORN,soil,,,JORN0006_l1_05_soil,-106.7729183,32.574355
JORN,soil,,,JORN0006_l1_04_soil,-106.7729567,32.57431833
JORN,soil,UNKN-,UNKN-,JORN0004_l1_05_soil,-106.8530383,32.60727833
DP,soil,,,DP0033_l2_02_soil,-120.3989367,34.52642833
DP,soil,,,DP0033_l2_01_soil,-120.3989433,34.52639667
DP,soil,,,DP0033_l2_00_soil,-120.3989267,34.52637333
DP,soil,,,DP0033_l1_08_soil,-120.3989717,34.526395
DP,soil,,,DP0033_l1_07_soil,-120.3989817,34.52641
DP,soil,,,DP0033_l1_06_soil,-120.398995,34.52634833
JORN,soil,,,JORN0004_l1_06_soil,-106.8530933,32.60715833
DP,soil,,,DP0032_l2_03_soil,-120.457965,34.53753667
DP,soil,,,DP0032_l2_01_soil,-120.4579833,34.53755
DP,soil,,,DP0032_l2_00_soil,-120.45777,34.53750167
DP,soil,,,DP0032_l1_05_soil,-120.4579,34.53746333
DP,soil,,,DP0032_l1_04_soil,-120.4578717,34.537475
DP,soil,,,DP0032_l1_03_soil,-120.4578683,34.53748833
DP,soil,,,DP0032_l1_02_soil,-120.4577333,34.53749
DP,soil,,,DP0032_l1_01_soil,-120.4578033,34.53749333
DP,soil,,,DP0032_l2_02_soil,-120.4579233,34.53752167
JORN,soil,,,JORN0004_l1_07_soil,-106.8531683,32.60704667
JORN,soil,,,JORN0004_l1_08_soil,-106.8531883,32.60696
JORN,soil,,,JORN0004_l2_00_soil,-106.8531633,32.606675
JORN,soil,,,JORN0005_l3_01_soil,-106.7730683,32.570135
JORN,soil,,,JORN0005_l3_00_soil,-106.7731233,32.570125
JORN,soil,,,JORN0005_l2_04_soil,-106.7722317,32.56993167
JORN,soil,,,JORN0005_l2_03_soil,-106.772285,32.569955
JORN,soil,,,JORN0005_l2_02_soil,-106.7723217,32.56997
JORN,soil,,,JORN0005_l1_02_soil,-106.7725033,32.57039667
JORN,soil,,,JORN0005_l1_01_soil,-106.7725,32.57035
JORN,soil,,,JORN0005_l1_00_soil,-106.7724817,32.57031167
JORN,soil,,,JORN0004_l3_08_soil,-106.853645,32.60681333
JORN,soil,,,JORN0004_l3_07_soil,-106.8536917,32.60681167
JORN,soil,,,JORN0004_l3_06_soil,-106.8537417,32.60680167
JORN,soil,,,JORN0004_l3_05_soil,-106.85383,32.60678833
JORN,soil,,,JORN0004_l2_05_soil,-106.8528617,32.60640833
JORN,soil,,,JORN0004_l2_04_soil,-106.8528883,32.60644333
JORN,soil,,,JORN0004_l2_03_soil,-106.8530117,32.60654833
JORN,soil,,,JORN0004_l2_02_soil,-106.8530883,32.606615
JORN,soil,,,JORN0004_l2_01_soil,-106.8531333,32.60665167
MEYER-OKIN,soil,soil,red sand,S10T1ind_018,21.6773,-23.6335
ngsa,soil,soil,TS0162,TS0162,137.75,-30.166
MEYER-OKIN,soil,soil,red sand,S10T1ind_019,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_031,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand ,S12T3ind_054,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand ,S12T3ind_053,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand ,S12T3ind_052,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand ,S12T3ind_051,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_056,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_051,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_046,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand ,S12T3ind_055,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_045,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_042,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_041,21.9163,-24.6304
MEYER-OKIN,soil,soil,black crust,S12T3din_040,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_038,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_036,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_021,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_020,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_043,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand,S12T3din_019,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand ,S12T3ind_056,21.9163,-24.6304
MEYER-OKIN,soil,soil,red sand ,S13T1din_032,22.2607,-25.0681
MEYER-OKIN,soil,soil,orange sand,S15T1din_017,20.6729,-26.8199
MEYER-OKIN,soil,soil,orange sand,S15T1din_016,20.6729,-26.8199
MEYER-OKIN,soil,soil,orange sand,S15T1din_015,20.6729,-26.8199
MEYER-OKIN,soil,soil,orange sand,S15T1din_014,20.6729,-26.8199
MEYER-OKIN,soil,soil,black crust,S15T1din_001,20.6729,-26.8199
MEYER-OKIN,soil,soil,black crust,S15T1din_000,20.6729,-26.8199
MEYER-OKIN,soil,soil,red sand,S14T1din_010,22.3547,-25.8497
MEYER-OKIN,soil,soil,red sand ,S13T1din_031,22.2607,-25.0681
MEYER-OKIN,soil,soil,red sand,S14T1din_009,22.3547,-25.8497
MEYER-OKIN,soil,soil,red sand,S14T1din_004,22.3547,-25.8497
MEYER-OKIN,soil,soil,red sand,S14T1din_003,22.3547,-25.8497
MEYER-OKIN,soil,soil,red sand ,S13T1din_054,22.2607,-25.0681
MEYER-OKIN,soil,soil,red sand ,S13T1din_053,22.2607,-25.0681
MEYER-OKIN,soil,soil,red sand ,S13T1din_046,22.2607,-25.0681
MEYER-OKIN,soil,soil,red sand ,S13T1din_045,22.2607,-25.0681
MEYER-OKIN,soil,soil,red sand ,S13T1din_033,22.2607,-25.0681
MEYER-OKIN,soil,soil,red sand,S14T1din_008,22.3547,-25.8497
MEYER-OKIN,soil,soil,red sand ,S11T1ind_050,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_049,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_048,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand,S10T3din_024,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_023,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_022,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_010,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_006,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_005,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_004,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_025,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_040,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_038,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_037,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_036,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_035,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_034,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_033,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_032,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T2ind_039,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_026,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_027,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_028,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand ,S11T1ind_047,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_046,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_045,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_044,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_043,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand ,S11T1ind_042,21.8899,-24.1679
MEYER-OKIN,soil,soil,red sand,S10T3din_054,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_053,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_048,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_047,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_046,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_045,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_044,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_043,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_042,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_041,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T3din_040,21.6773,-23.6335
MEYER-OKIN,soil,soil,red sand,S10T1ind_020,21.6773,-23.6335
ngsa,soil,soil,TS0163,TS0163,140.019,-30.081
ngsa,soil,soil,TS0164,TS0164,140.24,-30.064
ngsa,soil,soil,TS0165,TS0165,138.364,-29.803
ngsa,soil,soil,TS1286,TS1286,144.826,-34.033
ngsa,soil,soil,TS1284,TS1284,144.112,-34.197
ngsa,soil,soil,TS1283,TS1283,141.915,-34.089
ngsa,soil,soil,TS1282,TS1282,141.068,-34.05
ngsa,soil,soil,TS1277,TS1277,143.526,-34.229
ngsa,soil,soil,TS1272,TS1272,144.376,-33.541
ngsa,soil,soil,TS1264,TS1264,144.571,-33.177
ngsa,soil,soil,TS1287,TS1287,142.994,-34.17
ngsa,soil,soil,TS1259,TS1259,143.632,-33.029
ngsa,soil,soil,TS1257,TS1257,142.556,-33.137
ngsa,soil,soil,TS1256,TS1256,142.528,-32.438
ngsa,soil,soil,TS1255,TS1255,141.678,-32.681
ngsa,soil,soil,TS1252,TS1252,142.083,-32.502
ngsa,soil,soil,TS1250,TS1250,141.795,-34.056
ngsa,soil,soil,TS1245,TS1245,142.165,-32.36
ngsa,soil,soil,TS1239,TS1239,143.635,-32.017
ngsa,soil,soil,TS1258,TS1258,141.452,-32.945
ngsa,soil,soil,TS1234,TS1234,142.426,-32.397
ngsa,soil,soil,TS1291,TS1291,141.992,-34.117
ngsa,soil,soil,TS1297,TS1297,144.528,-35.023
ngsa,soil,soil,TS0465,TS0465,117.715,-29.871
ngsa,soil,soil,TS0461,TS0461,116.714,-29.545
ngsa,soil,soil,TS0454,TS0454,117.277,-29.062
ngsa,soil,soil,TS0451,TS0451,116.426,-29.273
ngsa,soil,soil,TS0450,TS0450,116.386,-28.894
ngsa,soil,soil,TS0447,TS0447,119.002,-29.157
ngsa,soil,soil,TS1341,TS1341,142.617,-35.694
ngsa,soil,soil,TS1293,TS1293,143.87,-34.87
ngsa,soil,soil,TS1338,TS1338,143.66,-35.752
ngsa,soil,soil,TS1335,TS1335,141.99,-35.477
ngsa,soil,soil,TS1334,TS1334,143.649,-35.397
ngsa,soil,soil,TS1333,TS1333,143.072,-35.389
ngsa,soil,soil,TS1331,TS1331,142.06,-34.984
ngsa,soil,soil,TS1330,TS1330,142.212,-34.36
ngsa,soil,soil,TS1304,TS1304,143.7,-35.164
ngsa,soil,soil,TS1302,TS1302,144.192,-35.037
ngsa,soil,soil,TS1336,TS1336,142.947,-35.49
ngsa,soil,soil,TS1232,TS1232,147.561,-30.277
ngsa,soil,soil,TS1230,TS1230,143.137,-31.462
ngsa,soil,soil,TS1228,TS1228,142.186,-31.49
ngsa,soil,soil,TS1188,TS1188,147.369,-29.701
ngsa,soil,soil,TS1186,TS1186,148.584,-29.654
ngsa,soil,soil,TS1184,TS1184,142.718,-29.941
ngsa,soil,soil,TS1183,TS1183,148.581,-29.547
ngsa,soil,soil,TS1178,TS1178,142.521,-29.33
ngsa,soil,soil,TS1176,TS1176,145.023,-29.297
ngsa,soil,soil,TS1175,TS1175,143.18,-29.217
ngsa,soil,soil,TS1190,TS1190,144.102,-30.275
ngsa,soil,soil,TS1173,TS1173,146.651,-29.409
ngsa,soil,soil,TS1169,TS1169,146.441,-29.851
ngsa,soil,soil,TS1168,TS1168,147.114,-28.737
ngsa,soil,soil,TS1165,TS1165,148.762,-28.926
ngsa,soil,soil,TS1161,TS1161,143.247,-28.686
ngsa,soil,soil,TS1159,TS1159,146.878,-28.918
ngsa,soil,soil,TS1158,TS1158,142.578,-28.609
ngsa,soil,soil,TS1156,TS1156,141.409,-28.321
ngsa,soil,soil,TS1172,TS1172,149.001,-29.128
ngsa,soil,soil,TS1192,TS1192,146.43,-29.945
ngsa,soil,soil,TS1193,TS1193,148.148,-29.975
ngsa,soil,soil,TS1194,TS1194,146.113,-29.53
ngsa,soil,soil,TS1227,TS1227,143.478,-31.596
ngsa,soil,soil,TS1224,TS1224,143.575,-31.363
ngsa,soil,soil,TS1222,TS1222,141.914,-30.917
ngsa,soil,soil,TS1219,TS1219,147.684,-30.458
ngsa,soil,soil,TS1212,TS1212,141.026,-30.548
ngsa,soil,soil,TS1211,TS1211,145.053,-30.645
ngsa,soil,soil,TS1210,TS1210,147.22,-30.268
ngsa,soil,soil,TS1209,TS1209,148.392,-30.148
ngsa,soil,soil,TS1208,TS1208,145.619,-30.313
ngsa,soil,soil,TS1207,TS1207,145.938,-30.249
ngsa,soil,soil,TS1204,TS1204,144.065,-30.755
ngsa,soil,soil,TS1203,TS1203,145.398,-30.023
ngsa,soil,soil,TS1202,TS1202,142.45,-30.235
ngsa,soil,soil,TS1199,TS1199,141.065,-30.312
ngsa,soil,soil,TS1198,TS1198,142.013,-30.042
ngsa,soil,soil,TS1197,TS1197,147.562,-30.077
ngsa,soil,soil,TS1195,TS1195,144.019,-30.325
ngsa,soil,soil,TS0467,TS0467,117.799,-29.742
ngsa,soil,soil,TS1154,TS1154,147.407,-28.556
ngsa,soil,soil,TS0468,TS0468,115.813,-29.551
ngsa,soil,soil,TS0548,TS0548,118.267,-30.842
ossl,soil,soil,34fc99320da3e4c777062699d4fc8e65,0273_34fc99320da3e4c777062699d4fc8e65,-118.2410278,37.58902778
ossl,soil,soil,34fc99320da3e4c777062699d4fc8e65,0272_34fc99320da3e4c777062699d4fc8e65,-118.2410278,37.58902778
ossl,soil,soil,34fc99320da3e4c777062699d4fc8e65,0271_34fc99320da3e4c777062699d4fc8e65,-118.2410278,37.58902778
ossl,soil,soil,34fc99320da3e4c777062699d4fc8e65,0270_34fc99320da3e4c777062699d4fc8e65,-118.2410278,37.58902778
ossl,soil,soil,4aa001426203213ec0ac95b41189287d,0217_4aa001426203213ec0ac95b41189287d,-102.34569,33.606725
ossl,soil,soil,fe8ffa15ed9e53afbbec16bef36fa9fd,0216_fe8ffa15ed9e53afbbec16bef36fa9fd,-102.34569,33.606725
ossl,soil,soil,14d5657ed4d877906b3dea94d577853d,0215_14d5657ed4d877906b3dea94d577853d,-102.34569,33.606725
ossl,soil,soil,7787981698c0c4b7cdb0824c5f0ed814,0274_7787981698c0c4b7cdb0824c5f0ed814,-118.2426111,37.55730556
ossl,soil,soil,e03d30bf03d025f4d9f239e540ac31cc,0214_e03d30bf03d025f4d9f239e540ac31cc,-102.34569,33.606725
ossl,soil,soil,dcbe0f23081cb4b6ce27bf885cfdc0a8,0212_dcbe0f23081cb4b6ce27bf885cfdc0a8,-102.82575,33.606605
ossl,soil,soil,a5d89a89b40da4d3ecac966bd58fe18c,0211_a5d89a89b40da4d3ecac966bd58fe18c,-102.82575,33.606605
ossl,soil,soil,b48dd5fc197031c2049eee6b819c8768,0210_b48dd5fc197031c2049eee6b819c8768,-102.82575,33.606605
ossl,soil,soil,695764d4325bcd3fc03ad95e7a6d1497,0209_695764d4325bcd3fc03ad95e7a6d1497,-102.82575,33.606605
ossl,soil,soil,c343ad6508b1a2a4c0c8800c0dd34d8d,0208_c343ad6508b1a2a4c0c8800c0dd34d8d,-102.82575,33.606605
ossl,soil,soil,98d1fb1e57153725761f4e02f72cdd2e,0207_98d1fb1e57153725761f4e02f72cdd2e,-102.82575,33.606605
ossl,soil,soil,67de0228d7fd9f3f78d0e57157bfe4e5,0206_67de0228d7fd9f3f78d0e57157bfe4e5,-102.82575,33.606605
ossl,soil,soil,5a5ad3596eda99cac370d9c6102936cc,0213_5a5ad3596eda99cac370d9c6102936cc,-102.34569,33.606725
ossl,soil,soil,9dab9b6917d37dba5cb6d897f9649cc5,0205_9dab9b6917d37dba5cb6d897f9649cc5,-102.82575,33.606605
ossl,soil,soil,7787981698c0c4b7cdb0824c5f0ed814,0275_7787981698c0c4b7cdb0824c5f0ed814,-118.2426111,37.55730556
ossl,soil,soil,7787981698c0c4b7cdb0824c5f0ed814,0277_7787981698c0c4b7cdb0824c5f0ed814,-118.2426111,37.55730556
ossl,soil,soil,cad4f62342b44466451dc77d1d02e783,0325_cad4f62342b44466451dc77d1d02e783,-108.62913,32.055005
ossl,soil,soil,cad4f62342b44466451dc77d1d02e783,0324_cad4f62342b44466451dc77d1d02e783,-108.62913,32.055005
ossl,soil,soil,cad4f62342b44466451dc77d1d02e783,0323_cad4f62342b44466451dc77d1d02e783,-108.62913,32.055005
ossl,soil,soil,cad4f62342b44466451dc77d1d02e783,0322_cad4f62342b44466451dc77d1d02e783,-108.62913,32.055005
ossl,soil,soil,4c32c52c6ba653f1ac69eccc09afc408,0321_4c32c52c6ba653f1ac69eccc09afc408,-112.39773,34.706725
ossl,soil,soil,4c32c52c6ba653f1ac69eccc09afc408,0320_4c32c52c6ba653f1ac69eccc09afc408,-112.39773,34.706725
ossl,soil,soil,4c32c52c6ba653f1ac69eccc09afc408,0319_4c32c52c6ba653f1ac69eccc09afc408,-112.39773,34.706725
ossl,soil,soil,7787981698c0c4b7cdb0824c5f0ed814,0276_7787981698c0c4b7cdb0824c5f0ed814,-118.2426111,37.55730556
ossl,soil,soil,4c32c52c6ba653f1ac69eccc09afc408,0318_4c32c52c6ba653f1ac69eccc09afc408,-112.39773,34.706725
ossl,soil,soil,73bafebc1719de480f0970b3a6fa405d,0284_73bafebc1719de480f0970b3a6fa405d,-118.2953056,37.52105556
ossl,soil,soil,73bafebc1719de480f0970b3a6fa405d,0283_73bafebc1719de480f0970b3a6fa405d,-118.2953056,37.52105556
ossl,soil,soil,73bafebc1719de480f0970b3a6fa405d,0282_73bafebc1719de480f0970b3a6fa405d,-118.2953056,37.52105556
ossl,soil,soil,cb15f03f140f28d81223f7b7c64e3a0d,0281_cb15f03f140f28d81223f7b7c64e3a0d,-118.52955,37.52895
ossl,soil,soil,cb15f03f140f28d81223f7b7c64e3a0d,0280_cb15f03f140f28d81223f7b7c64e3a0d,-118.52955,37.52895
ossl,soil,soil,cb15f03f140f28d81223f7b7c64e3a0d,0279_cb15f03f140f28d81223f7b7c64e3a0d,-118.52955,37.52895
ossl,soil,soil,cb15f03f140f28d81223f7b7c64e3a0d,0278_cb15f03f140f28d81223f7b7c64e3a0d,-118.52955,37.52895
ossl,soil,soil,73bafebc1719de480f0970b3a6fa405d,0285_73bafebc1719de480f0970b3a6fa405d,-118.2953056,37.52105556
ossl,soil,soil,ff8f63ef94f3d55ff9bb6e79726b017e,0204_ff8f63ef94f3d55ff9bb6e79726b017e,-102.82575,33.606605
ossl,soil,soil,f282615824815d9e7482a33dd5ceebfc,0203_f282615824815d9e7482a33dd5ceebfc,-102.82575,33.606605
ossl,soil,soil,08041fb0d6821a29fb9caeb45ab513da,0140_08041fb0d6821a29fb9caeb45ab513da,-113.0209,40.16601667
ngsa,soil,soil,TS0597,TS0597,120.578,-32.642
ngsa,soil,soil,TS0593,TS0593,121.706,-32.345
ngsa,soil,soil,TS0586,TS0586,118.166,-32.052
ngsa,soil,soil,TS0584,TS0584,120.776,-31.954
ngsa,soil,soil,TS0579,TS0579,119.999,-31.846
ngsa,soil,soil,TS0578,TS0578,117.654,-31.807
ngsa,soil,soil,TS0574,TS0574,116.721,-31.659
ngsa,soil,soil,TS0598,TS0598,118.451,-32.573
ngsa,soil,soil,TS0570,TS0570,116.721,-31.463
ngsa,soil,soil,TS0564,TS0564,120.209,-31.351
ngsa,soil,soil,TS0558,TS0558,118.478,-31.14
ngsa,soil,soil,TS0555,TS0555,119.68,-31.228
ngsa,soil,soil,TS0554,TS0554,118.796,-30.963
ngsa,soil,soil,TS0553,TS0553,119.294,-31.202
ngsa,soil,soil,TS0552,TS0552,119.927,-30.857
ngsa,soil,soil,TS0551,TS0551,117.383,-30.928
ngsa,soil,soil,TS0567,TS0567,118.011,-31.33
ngsa,soil,soil,TS0602,TS0602,120.345,-32.941
ngsa,soil,soil,TS0604,TS0604,118.555,-32.999
ngsa,soil,soil,TS0606,TS0606,117.742,-33.403
